title,artist,artist_bio,artist_birth_year,artist_death_year,num_artists,n_female_artists,n_male_artists,artist_gender,year_acquired,year_created,circumference_cm,depth_cm,diameter_cm,height_cm,length_cm,width_cm,seat_height_cm,purchase,gift,exchange,classification,department
"Black, Red, and White",Jack Youngerman,"(American, born 1926)",1926,NA,1,0,1,Male,1964,1962,NA,NA,NA,191.9,NA,210.7,NA,FALSE,FALSE,TRUE,Painting,Painting & Sculpture
The Wild,Barnett Newman,"(American, 1905–1970)",1905,1970,1,0,1,Male,1970,1950,NA,NA,NA,243,NA,4.1,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Wooden Room,Anselm Kiefer,"(German, born 1945)",1945,NA,1,0,1,Male,2001,1972,NA,NA,NA,299.7206,NA,219.7104,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Ten-Foot Flowers,Andy Warhol,"(American, 1928–1987)",1928,1987,1,0,1,Male,2001,1967,NA,NA,NA,292.2,NA,292.2,NA,FALSE,FALSE,TRUE,Painting,Painting & Sculpture
They Could Still Serve,Ellen Gallagher,"(American, born 1965)",1965,NA,1,1,0,Female,2001,2001,NA,NA,NA,304.8006,NA,243.8,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Kynaston,Billy Sullivan,"(American, born 1946)",1946,NA,1,0,1,Male,2001,2001,NA,NA,NA,162.5603,NA,91.4402,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Study of a Baboon,Francis Bacon,"(British, born Ireland. 1909–1992)",1909,1992,1,0,1,Male,1979,1953,NA,NA,NA,198.3,NA,137.3,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"Study for Portrait, Number IV (After the Life Mask of William Blake)",Francis Bacon,"(British, born Ireland. 1909–1992)",1909,1992,1,0,1,Male,1979,1956,NA,NA,NA,61.1,NA,50.8,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Street,Balthus (Baltusz Klossowski de Rola),"(French, 1908–2001)",1908,2001,1,0,1,Male,1979,1933,NA,NA,NA,195,NA,240,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Cart,Eugene Berman,"(American, born Russia. 1899–1972)",1899,1972,1,0,1,Male,1979,1930,NA,NA,NA,115.6,NA,90.2,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Memory of Ischia,Eugene Berman,"(American, born Russia. 1899–1972)",1899,1972,1,0,1,Male,1979,1931,NA,NA,NA,101.4,NA,80.5,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Key West Beach,Peter Blume,"(American, 1906–1992)",1906,1992,1,0,1,Male,1979,1940,NA,NA,NA,30.3,NA,46,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Grapes,Pierre Bonnard,"(French, 1867–1947)",1867,1947,1,0,1,Male,1979,1928,NA,NA,NA,42.2,NA,46.4,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Enigma of a Day,Giorgio de Chirico,"(Italian, born Greece. 1888–1978)",1888,1978,1,0,1,Male,1979,1914,NA,NA,NA,185.5,NA,139.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Duo,Giorgio de Chirico,"(Italian, born Greece. 1888–1978)",1888,1978,1,0,1,Male,1979,1914,NA,NA,NA,81.9,NA,59,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Seer,Giorgio de Chirico,"(Italian, born Greece. 1888–1978)",1888,1978,1,0,1,Male,1979,1914,NA,NA,NA,89.6,NA,70.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Amusements of a Young Girl,Giorgio de Chirico,"(Italian, born Greece. 1888–1978)",1888,1978,1,0,1,Male,1979,1915,NA,NA,NA,47.5,NA,40.3,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Faithful Servitor,Giorgio de Chirico,"(Italian, born Greece. 1888–1978)",1888,1978,1,0,1,Male,1979,1916,NA,NA,NA,38.2,NA,34.5,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Debris of an Automobile Giving Birth to a Blind Horse Biting a Telephone,Salvador Dalí,"(Spanish, 1904–1989)",1904,1989,1,0,1,Male,1979,1938,NA,NA,NA,54.5,NA,65.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"My Cart, My Garden",Jean Dubuffet,"(French, 1901–1985)",1901,1985,1,0,1,Male,1979,1955,NA,NA,NA,89.2,NA,115.9,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Coffee Thyme,Sam Gilliam,"(American, born 1933)",1933,NA,1,0,1,Male,1979,1977,NA,NA,NA,229.7,NA,279.3,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Comet,Ron Gorchov,"(American, born 1930)",1930,NA,1,0,1,Male,1979,1974,NA,43.1,NA,158.2,NA,191.8,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Mussel Gatherers at High Tide,Leonid (Leonid Berman),"(American, born Russia. 1896–1976)",1896,1976,1,0,1,Male,1979,1937,NA,NA,NA,54,NA,81,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Quarriers,Leonid (Leonid Berman),"(American, born Russia. 1896–1976)",1896,1976,1,0,1,Male,1979,1930,NA,NA,NA,27.1,NA,41.4,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Tree,Loren MacIver,"(American, 1909–1998)",1909,1998,1,1,0,Female,1979,1945,NA,NA,NA,101.5,NA,66,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Skylight,Loren MacIver,"(American, 1909–1998)",1909,1998,1,1,0,Female,1979,1948,NA,NA,NA,102,NA,122.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Think,William Copley,"(American, 1919–1996)",1919,1996,1,0,1,Male,1964,1964,NA,NA,NA,65.1,NA,81,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Martigues,André Derain,"(French, 1880–1954)",1880,1954,1,0,1,Male,1964,1908,NA,NA,NA,81.2,NA,65.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"Here, Sir Fire, Eat!",Roberto Matta,"(Chilean, 1911–2002)",1911,2002,1,0,1,Male,1979,1942,NA,NA,NA,142.3,NA,112,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Portrait of Mistress Mills in 1750,Joan Miró,"(Spanish, 1893–1983)",1893,1983,1,0,1,Male,1979,1929,NA,NA,NA,116.7,NA,89.6,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Self-Portrait I,Joan Miró,"(Spanish, 1893–1983)",1893,1983,1,0,1,Male,1979,1937,NA,NA,NA,146.1,NA,97.2,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Still Life,Giorgio Morandi,"(Italian, 1890–1964)",1890,1964,1,0,1,Male,1979,1949,NA,NA,NA,36,NA,43.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"Square Motif in Brown, White, Black, Blue, and Ochre",Victor Pasmore,"(British, 1908–1998)",1908,1998,1,0,1,Male,1964,1948,NA,NA,NA,63.5,NA,76.1,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Nude Seated on a Rock,Pablo Picasso,"(Spanish, 1881–1973)",1881,1973,1,0,1,Male,1979,1921,NA,NA,NA,15.8,NA,11.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Sigh,Pablo Picasso,"(Spanish, 1881–1973)",1881,1973,1,0,1,Male,1979,1923,NA,NA,NA,60.3,NA,50.2,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"""For Greg""",Joanna Pousette-Dart,"(American, born 1947)",1947,NA,1,1,0,Female,1979,1977,NA,NA,NA,172.7,NA,172.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Watching the Clock,Kay Sage,"(American, 1898–1963)",1898,1963,1,1,0,Female,1979,1958,NA,NA,NA,35.6,NA,35.6,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Dunes,Augustus Vincent Tack,"(American, 1870–1949)",1870,1949,1,0,1,Male,1979,1935,NA,NA,NA,183,NA,121.5,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Blue Vase,René Pierre Tal-Coat,"(French, 1905–1985)",1905,1985,1,0,1,Male,1979,NA,NA,NA,NA,14.5,NA,18.3,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Mood of Now,Yves Tanguy,"(American, born France. 1900–1955)",1900,1955,1,0,1,Male,1979,1928,NA,NA,NA,100.1,NA,73.3,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Still Life #57,Tom Wesselmann,"(American, 1931–2004)",1931,2004,1,0,1,Male,1971,1969,NA,182.8,NA,312.5,NA,495,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Madame Bonjean,Pavel Tchelitchew,"(American, born Russia. 1898–1957)",1898,1957,1,0,1,Male,1979,1931,NA,NA,NA,130.1,NA,96.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Map of the World,Alighiero Boetti,"(Italian, 1940–1994)",1940,1994,1,0,1,Male,1999,1989,NA,5.1,NA,117.5,NA,227.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Open No. 17: In Ultramarine with Charcoal Line,Robert Motherwell,"(American, 1915–1991)",1915,1991,1,0,1,Male,1969,1968,NA,NA,NA,251.4,NA,510.3,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Leaf Children,Pavel Tchelitchew,"(American, born Russia. 1898–1957)",1898,1957,1,0,1,Male,1979,1940,NA,NA,NA,41.7,NA,36.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Gigantomachy I,Leon Golub,"(American, 1922–2004)",1922,2004,1,0,1,Male,1999,1965,NA,NA,NA,306.7,NA,743,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Bridgehampton Rose,Esteban Vicente,"(American, born Spain. 1903–2001)",1903,2001,1,0,1,Male,1979,1970,NA,NA,NA,152.7,NA,122,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Furniture of Time,Yves Tanguy,"(American, born France. 1900–1955)",1900,1955,1,0,1,Male,1979,1939,NA,NA,NA,116.7,NA,89.4,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Pasiphae,André Masson,"(French, 1896–1987)",1896,1987,1,0,1,Male,1999,1942,NA,NA,NA,50.5,NA,63.8,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Prince amongst Thieves,Chris Ofili,"(British, born 1968)",1968,NA,1,0,1,Male,1999,1999,NA,NA,NA,243.8,NA,182.9,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Daybreak,Joseph Hirsch,"(American, 1910–1981)",1910,1981,1,0,1,Male,1964,1962,NA,NA,NA,145.4,NA,183.5,NA,TRUE,TRUE,FALSE,Painting,Painting & Sculpture
Woodmen,Georg Baselitz,"(German, born 1938)",1938,NA,1,0,1,Male,1999,1967,NA,NA,NA,248.7,NA,200,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Place for Awakenings,Jean Dubuffet,"(French, 1901–1985)",1901,1985,1,0,1,Male,1968,1960,NA,NA,NA,88.4,NA,115.2,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
New England Elegy 2,Robert Motherwell,"(American, 1915–1991)",1915,1991,1,0,1,Male,1968,1965,NA,NA,NA,208.3,NA,351.1,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Milky Way,Janet Sobel,"(American, born Ukraine. 1894–1968)",1894,1968,1,1,0,Female,1968,1945,NA,NA,NA,114,NA,75.9,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Maltese Cross,Al Held,"(American, 1928–2005)",1928,2005,1,0,1,Male,2e3,1964,NA,NA,NA,274.3205,NA,290.8306,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Portrait of a Couple,Francis Picabia,"(French, 1879–1953)",1879,1953,1,0,1,Male,2e3,1942,NA,NA,NA,105.7,NA,77.4,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Record,Robert Ryman,"(American, born 1930)",1930,NA,1,0,1,Male,2e3,1983,NA,4.2,NA,98.2,NA,91.6,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Card Trick,André Masson,"(French, 1896–1987)",1896,1987,1,0,1,Male,1974,1923,NA,NA,NA,73,NA,50.2,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Chap. Bean Sec,Ed Moses,"(American, 1926–2018)",1926,2018,1,0,1,Male,1974,1973,NA,NA,NA,185.2,NA,220.7,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Storm,Edvard Munch,"(Norwegian, 1863–1944)",1863,1944,1,0,1,Male,1974,1893,NA,NA,NA,91.8,NA,130.8,NA,FALSE,TRUE,TRUE,Painting,Painting & Sculpture
Golden Section Painting: Square Separated by Parallelogram,Dorothea Rockburne,"(American, born Canada 1932)",1932,NA,1,1,0,Female,1974,1974,NA,NA,NA,163.6,NA,265.5,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Untitled Number 2,James Bishop,"(American, born 1927)",1927,NA,1,0,1,Male,1975,1973,NA,NA,NA,193.1,NA,193.3,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
The Snake Charmer,Victor Brauner,"(Romanian, 1903–1966)",1903,1966,1,0,1,Male,1975,1943,NA,NA,NA,65.1,NA,54,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Mural (Radio City Men's Lounge Mural: Men without Women),Stuart Davis,"(American, 1892–1964)",1892,1964,1,0,1,Male,1975,1932,NA,NA,NA,327.2,NA,518,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Comic Wedlock,Francis Picabia,"(French, 1879–1953)",1879,1953,1,0,1,Male,1975,1914,NA,NA,NA,196.5,NA,200,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
This Has to Do with Me,Francis Picabia,"(French, 1879–1953)",1879,1953,1,0,1,Male,1975,1914,NA,NA,NA,199.8,NA,199.2,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Spring,Francis Picabia,"(French, 1879–1953)",1879,1953,1,0,1,Male,1975,1912,NA,NA,NA,249.6,NA,249.3,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Dances at the Spring [II],Francis Picabia,"(French, 1879–1953)",1879,1953,1,0,1,Male,1975,1912,NA,NA,NA,251.8,NA,248.9,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Landscape,Pablo Picasso,"(Spanish, 1881–1973)",1881,1973,1,0,1,Male,1975,1908,NA,NA,NA,100.8,NA,81.3,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
The Jewish Woman,Jean Dubuffet,"(French, 1901–1985)",1901,1985,1,0,1,Male,1968,1950,NA,NA,NA,116.2,NA,88.7,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Grand Jazz Band (New Orleans),Jean Dubuffet,"(French, 1901–1985)",1901,1985,1,0,1,Male,1968,1944,NA,NA,NA,114.6,NA,146.7,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Spring,Hans Hofmann,"(American, born Germany. 1880–1966)",1880,1966,1,0,1,Male,1968,1944,NA,NA,NA,28.5,NA,35.7,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Triballoon,Donald  Kaufman,"(American, born 1935)",1935,NA,1,0,1,Male,1968,1968,NA,NA,NA,243.8,NA,244,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Jungle Scene,Lawrence Lebduska,"(American, 1894–1966)",1894,1966,1,0,1,Male,1968,1936,NA,NA,NA,59.5,NA,75.9,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Jimmy Savo's Shoes,Loren MacIver,"(American, 1909–1998)",1909,1998,1,1,0,Female,1968,1944,NA,NA,NA,56.1,NA,76.4,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Time Spectrum of Coincidences Between Electrons and Gamma Rays,Bernar Venet,"(French, born 1941)",1941,NA,1,0,1,Male,1968,1967,NA,NA,NA,181.9,NA,182.6,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Red Mound Number 1,Theodoros Stamos,"(American, 1922–1997)",1922,1997,1,0,1,Male,1969,1963,NA,NA,NA,132,NA,142,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Phenomena: Junction Red,Paul Jenkins,"(American, 1923–2012)",1923,2012,1,0,1,Male,1969,1963,NA,NA,NA,170.3,NA,120,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Dive Bomber and Tank,José Clemente Orozco,"(Mexican, 1883–1949)",1883,1949,1,0,1,Male,1940,1940,NA,NA,NA,274.3,NA,548.6,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Agrarian Leader Zapata,Diego Rivera,"(Mexican, 1886–1957)",1886,1957,1,0,1,Male,1940,1931,NA,NA,NA,238.1,NA,188,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Tribulations of Saint Anthony,James Ensor,"(Belgian, 1860–1949)",1860,1949,1,0,1,Male,1940,1887,NA,NA,NA,117.8,NA,167.6,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Leaves and Navels,Jean (Hans) Arp,"(French, born Germany (Alsace). 1886–1966)",1886,1966,1,0,1,Male,1940,1929,NA,NA,NA,35,NA,27.3,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Hopscotch,Loren MacIver,"(American, 1909–1998)",1909,1998,1,1,0,Female,1940,1940,NA,NA,NA,68.6,NA,91.1,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Spring,Pasquale (Patsy) Santo,"(American, 1893–1975)",1893,1975,1,0,1,Male,1940,1940,NA,NA,NA,61.3,NA,46,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Ethnography,David Alfaro Siqueiros,"(Mexican, 1896–1974)",1896,1974,1,0,1,Male,1940,1939,NA,NA,NA,122.2,NA,82.2,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Radiant Green,Richard Anuszkiewicz,"(American, born 1930)",1930,NA,1,0,1,Male,1967,1965,NA,NA,NA,40.6,NA,40.6,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Composition with Color Planes 5,Piet Mondrian,"(Dutch, 1872–1944)",1872,1944,1,0,1,Male,1967,1917,NA,NA,NA,49,NA,61.2,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Beach Girl,Morris Hirshfield,"(American, born Poland. 1872–1946)",1872,1946,1,0,1,Male,1967,1937,NA,NA,NA,91.8,NA,56.3,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Bottles Planted in the Ground,Dimitri Mikhailovich Krasnopevtsev,"(Russian, 1925–1995)",1925,1995,1,0,1,Male,1967,1966,NA,NA,NA,52.8,NA,45.1,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Cards on a Marquetry Table,Vladimir Nikolaevich Nemukhin,"(Russian, born 1925)",1925,NA,1,0,1,Male,1967,1966,NA,NA,NA,110,NA,89,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Voices of Silence,Dimitri Petrovich Plavinsky,"(Russian, 1937–2012)",1937,2012,1,0,1,Male,1967,1962,NA,NA,NA,139.8,NA,200.5,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Coelacanth,Dimitri Petrovich Plavinsky,"(Russian, 1937–2012)",1937,2012,1,0,1,Male,1967,1965,NA,NA,NA,99.7,NA,150.1,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Emotional Sign,Alexei Alexandrovich Tyapushkin,"(Russian, born 1919)",1919,NA,1,0,1,Male,1967,1965,NA,NA,NA,130,NA,100.5,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Back and Front of Time: S.A. Equation,Shusaku Arakawa,"(American, born Japan. 1936–2010)",1936,2010,1,0,1,Male,1967,1965,NA,NA,NA,225.8,NA,161.9,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Composition with a Circle,Zbigniew Gostomski,"(Polish, born 1932)",1932,NA,1,0,1,Male,1967,1964,NA,NA,NA,74.9,NA,156.2,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
The Window,Key Hiraga,"(Japanese, 1936–2000)",1936,2e3,1,0,1,Male,1967,1964,NA,NA,NA,145.3,NA,112.5,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Kali,Bhupen P. Khakhar,"(Indian, 1934–2003)",1934,2003,1,0,1,Male,1967,1965,NA,NA,NA,173.3,NA,152.2,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Silkscreen for Portrait of Sidney Janis,Andy Warhol,"(American, 1928–1987)",1928,1987,1,0,1,Male,1967,1967,NA,NA,NA,241.6,NA,193.1,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Seven Decades of Janis,Andy Warhol,"(American, 1928–1987)",1928,1987,1,0,1,Male,1967,1967,NA,NA,NA,20.6,NA,20.6,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Doctor Emma Veronika Sanders,Oskar Kokoschka,"(Austrian, 1886–1980)",1886,1980,1,0,1,Male,1967,1909,NA,NA,NA,82.7,NA,56.7,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Summer Night,Augusto Giacometti,"(Swiss, 1877–1947)",1877,1947,1,0,1,Male,1967,1917,NA,NA,NA,67.2,NA,65,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Premise,Rollin Crampton,"(American, 1886–1970)",1886,1970,1,0,1,Male,1967,1950,NA,NA,NA,127.1,NA,91.4,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
The Presidential Family,Fernando Botero,"(Colombian, born 1932)",1932,NA,1,0,1,Male,1967,1967,NA,NA,NA,203.5,NA,196.2,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Mauve District,Helen Frankenthaler,"(American, 1928–2011)",1928,2011,1,1,0,Female,1968,1966,NA,NA,NA,261.5,NA,241.2,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"Freedom Now, Number 1",Daniel LaRue Johnson,"(American, 1938–2017)",1938,2017,1,0,1,Male,1965,1963,NA,18.9,NA,136.6,NA,140.5,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
"Colorhythm, 1",Alejandro Otero,"(Venezuelan, 1921–1990)",1921,1990,1,0,1,Male,1956,1955,NA,NA,NA,200.1,NA,48.2,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Five Feet of Colorful Tools,Jim Dine,"(American, born 1935)",1935,NA,1,0,1,Male,1967,1962,NA,11,NA,141.2,NA,152.9,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Cubist Landscape,Diego Rivera,"(Mexican, 1886–1957)",1886,1957,1,0,1,Male,2001,1912,NA,NA,NA,65.4051,NA,90.1702,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Relief with Blue,Ellsworth Kelly,"(American, 1923–2015)",1923,2015,1,0,1,Male,2001,1950,NA,3.175,NA,113.9827,NA,44.4501,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Presence,Shirazeh Houshiary,"(British and Iranian, born Iran 1955)",1955,NA,1,1,0,Female,2001,2000,NA,NA,NA,190.5004,NA,190.5004,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Double Elvis,Andy Warhol,"(American, 1928–1987)",1928,1987,1,0,1,Male,2001,1963,NA,NA,NA,210.8204,NA,134.6203,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Untitled 8-17,Thomas Nozkowski,"(American, born 1944)",1944,NA,1,0,1,Male,2001,2001,NA,NA,NA,55.8801,NA,71.1201,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Untitled 8-19,Thomas Nozkowski,"(American, born 1944)",1944,NA,1,0,1,Male,2001,2001,NA,NA,NA,55.8801,NA,71.1201,NA,TRUE,FALSE,FALSE,Painting,Painting & Sculpture
Tire,Roy Lichtenstein,"(American, 1923–1997)",1923,1997,1,0,1,Male,2001,1962,NA,NA,NA,172.7203,NA,147.3203,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Wired,Christina Ramberg,"(American, 1946–1995)",1946,1995,1,1,0,Female,2002,1974,NA,NA,NA,121.9202,NA,91.4402,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Swingeing London 67 (c),Richard Hamilton,"(British, 1922–2011)",1922,2011,1,0,1,Male,2002,1968,NA,NA,NA,67.3101,NA,85.0902,NA,FALSE,FALSE,FALSE,Painting,Painting & Sculpture
Lumumba,Luc Tuymans,"(Belgian, born 1958)",1958,NA,1,0,1,Male,2002,2000,NA,NA,NA,62.2301,NA,45.7201,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Seated Group,Richard Artschwager,"(American, 1923–2013)",1923,2013,1,0,1,Male,2002,1962,NA,NA,NA,106.6802,NA,152.4003,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Five Times Titmouse,Georg Baselitz,"(German, born 1938)",1938,NA,1,0,1,Male,2002,1988,NA,NA,NA,249.873,NA,249.873,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Night Sky #5,Vija Celmins,"(American, born Latvia 1938)",1938,NA,1,1,0,Female,2002,1992,NA,NA,NA,78.7402,NA,95.2502,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Perseverance,Francesco Clemente,"(Italian, born 1952)",1952,NA,1,0,1,Male,2002,1981,NA,NA,NA,198.1204,NA,236.2205,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Self-Portrait,Chuck Close,"(American, born 1940)",1940,NA,1,0,1,Male,2002,1991,NA,NA,NA,254.0005,NA,213.3604,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Untitled III,Willem de Kooning,"(American, born the Netherlands. 1904–1997)",1904,1997,1,0,1,Male,2002,1982,NA,NA,NA,203.2004,NA,177.8004,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
In the Studio,Philip Guston,"(American, born Canada. 1913–1980)",1913,1980,1,0,1,Male,2002,1975,NA,NA,NA,208.2804,NA,200.6604,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Ways of Worldly Wisdom: Arminius's Battle,Anselm Kiefer,"(German, born 1945)",1945,NA,1,0,1,Male,2002,1978,NA,NA,NA,196.2154,NA,239.3955,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Southern California,Elizabeth Murray,"(American, 1940–2007)",1940,2007,1,1,0,Female,2002,1976,NA,NA,NA,200.9779,NA,191.7704,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Read/Reap,Bruce Nauman,"(American, born 1941)",1941,NA,1,0,1,Male,2002,1983,NA,NA,NA,180.3404,NA,178.7529,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Confus,Gerhard Richter,"(German, born 1932)",1932,NA,1,0,1,Male,2002,1986,NA,NA,NA,260.3505,NA,200.0254,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
Helen,Gerhard Richter,"(German, born 1932)",1932,NA,1,0,1,Male,2002,1963,NA,NA,NA,108.5852,NA,99.3777,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
"1, 2, 3, 4, 5, 6",Susan Rothenberg,"(American, born 1945)",1945,NA,1,1,0,Female,2002,1988,NA,NA,NA,321.9456,NA,117.1577,NA,FALSE,TRUE,FALSE,Painting,Painting & Sculpture
